取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,テーブルID,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引割増単価,単位,割引/割増合計額,ID
RB0820170104171322000,2017/01/04,18:30:51,8700,8190,644,10000,0,0,0,0,0,0,0,0,1300,0,-6,2,16,01:17:28,未設定,0009,"堀田 恵美","ビール","中生","","",520,3,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","小生","","",470,1,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒(1合)","","",460,2,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり140","","",140,1,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり360","","",360,3,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",1800,1,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104171322000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,74528635C45A470F8E935E5AA6DDF326
RB0820170104183218000,2017/01/04,19:21:35,8330,7780,617,0,0,0,0,0,0,0,0,8330,0,0,-6,2,14,00:49:16,未設定,0009,"堀田 恵美","一品料理","ばくだん納豆","","",950,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",860,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","中生","","",520,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"ウィスキー","山崎・白州(S)","","",650,2,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎","一番札","","",510,3,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり140","","",140,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻230","","",230,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104183218000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","金目鯛の煮付け","","",1000,1,0,0,-,0,1EF2838E5B1E4B918DB0333627AB47EE
RB0820170104181610000,2017/01/04,19:35:27,13270,12370,982,20000,0,0,0,0,0,0,0,0,6730,0,-5,2,19,01:19:16,未設定,0009,"堀田 恵美","おすすめにぎり","あぶりにぎりセット","","",1100,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","中トロ刺","","",1860,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","銀ダラ照り焼","","",1120,2,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","天婦羅盛り合せ","","",1210,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","キス天婦羅","","",650,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","中生","","",520,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"サワー","サワー","","",390,3,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","折","","",100,2,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり190","","",190,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり300","","",300,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり360","","",360,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","あん肝","","",800,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104181610000,,,,,,,,,,,,,,,,,,,,,,,,"未設定","北海あさり酒蒸し","","",970,1,0,0,-,0,947AFF6D623B4E2181E2C4A8D5011F49
RB0820170104175640000,2017/01/04,19:44:54,4940,4600,365,10000,0,0,0,0,0,0,0,0,5060,0,-1,2,9,01:48:13,未設定,0009,"堀田 恵美","焼き物","銀ダラ照り焼","","",1120,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","一乃蔵","","",550,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","セット","","",400,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","割り物","","",300,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり140","","",140,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり190","","",190,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",600,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104175640000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,FF6EE596EC8C48CF96777D2607162840
RB0820170104172601000,2017/01/04,19:55:37,19100,18050,1414,20100,0,0,0,0,0,0,0,0,1000,0,-2,4,31,02:29:36,未設定,0009,"堀田 恵美","お造り","ひらめ薄造り","","",1390,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","レンコンはさみ揚げ","","",800,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"未設定","いかみりん漬焼","","",650,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","ソフトドリンク","","",290,6,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","セット","","",400,2,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","割り物","","",300,4,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり140","","",140,2,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり360","","",360,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,2,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"サワー","生グレープフルーツ","","",550,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","抹茶","","",370,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",1920,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",1030,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",1200,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","あん肝","","",800,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","金目鯛の煮付け","","",1000,2,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104172601000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","ふぐの唐揚げ","","",860,1,0,0,-,0,2BF069EB268C4473A81C4D565A78D593
RB0820170104185843000,2017/01/04,20:13:23,10680,10160,791,0,0,0,0,0,0,0,0,10680,0,0,-6,2,24,01:14:40,未設定,0009,"堀田 恵美","汁物","あさり汁","","",340,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","真つぶ貝刺","","",1490,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","穴子白焼","","",1210,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","焼はまぐり","","",560,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","瓶ビール","","",600,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"サワー","サワー","","",390,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒(1合)","","",460,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり140","","",140,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり190","","",190,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり230","","",230,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり300","","",300,2,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり360","","",360,3,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104185843000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり400","","",400,1,0,0,-,0,EF582528270C407FAD42F97F12974529
RB0820170104192155000,2017/01/04,20:38:01,11490,10760,851,12000,0,0,0,0,0,0,0,0,510,0,-6,2,11,01:16:06,未設定,0009,"堀田 恵美","サワー","サワー","","",390,1,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒(1合)","","",460,2,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり450","","",450,2,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",3200,1,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",3000,1,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104192155000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,A28CDDCA40644126AC75503010D97B9D
RB0820170104201108000,2017/01/04,20:42:28,5860,5680,434,10860,0,0,0,0,0,0,0,0,5000,0,-5,2,5,00:31:20,未設定,0009,"堀田 恵美","おすすめにぎり","和牛あぶり３貫","","",700,1,0,0,-,0,BC52E0ED04024A1298989F8DDB3BBA11
RB0820170104201108000,,,,,,,,,,,,,,,,,,,,,,,,"おすすめにぎり","あぶりにぎりセット","","",1100,1,0,0,-,0,BC52E0ED04024A1298989F8DDB3BBA11
RB0820170104201108000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","中生","","",520,1,0,0,-,0,BC52E0ED04024A1298989F8DDB3BBA11
RB0820170104201108000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",2240,1,0,0,-,0,BC52E0ED04024A1298989F8DDB3BBA11
RB0820170104201108000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",1120,1,0,0,-,0,BC52E0ED04024A1298989F8DDB3BBA11
RB0820170104201053000,2017/01/04,20:57:00,3680,3410,272,4000,0,0,0,0,0,0,0,0,320,0,-2,2,4,00:46:07,未設定,0009,"堀田 恵美","お造り","中トロ刺","","",1860,1,0,0,-,0,9EBA123B81BE45BE868C4BD7D29BE049
RB0820170104201053000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","上善","","",780,1,0,0,-,0,9EBA123B81BE45BE868C4BD7D29BE049
RB0820170104201053000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,1,0,0,-,0,9EBA123B81BE45BE868C4BD7D29BE049
RB0820170104201053000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","抹茶","","",370,1,0,0,-,0,9EBA123B81BE45BE868C4BD7D29BE049
RB0820170104184756000,2017/01/04,21:00:48,20440,18980,1514,30000,0,0,0,0,0,0,0,0,9560,0,-6,3,25,02:12:52,未設定,0009,"堀田 恵美","お造り","赤貝刺","","",1300,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","穴子白焼","","",1210,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","ばくだん納豆","","",950,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","茶碗蒸し","","",560,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"ウィスキー","山崎・白州(S)","","",650,6,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎","一番札","","",510,5,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"サワー","サワー","","",390,4,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,3,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子天婦羅","","",900,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104184756000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","かわはぎ活造り","","",4200,1,0,0,-,0,75739D4140D643B99A753EF55BF95CE7
RB0820170104201105000,2017/01/04,21:09:38,11690,10950,865,12090,0,0,0,0,0,0,0,0,400,0,0,2,12,00:58:33,未設定,0009,"堀田 恵美","汁物","しじみ汁","","",340,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","おまかせ刺身盛り","","",3350,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","焼明太子","","",750,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","たこ唐揚","","",790,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お新香盛り","","",610,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","茶碗蒸し","","",560,2,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","中生","","",520,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒(1合)","","",460,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","浦霞","","",920,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104201105000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",1690,1,0,0,-,0,304EEF2DDA114A67B1C48530AEA0A76A
RB0820170104184811000,2017/01/04,21:21:19,21760,20400,1611,0,0,0,0,0,0,0,0,21760,0,0,-6,4,25,02:33:08,未設定,0009,"堀田 恵美","汁物","岩のり汁","","",340,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","中トロ刺","","",1860,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","うにつまみ","","",2320,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","かきバター焼","","",880,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","桜えびかき揚げ","","",750,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","かにみそ","","",660,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お新香盛り","","",610,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","中生","","",520,3,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","一乃蔵","","",550,4,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山","","",920,2,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,4,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","セット","","",400,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","割り物","","",300,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",3320,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104184811000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","ふぐの唐揚げ","","",860,1,0,0,-,0,A394DEF0A7BF486E82B7A74A523AFA0D
RB0820170104192833000,2017/01/04,21:31:25,13250,12270,981,20000,0,0,0,0,0,0,0,0,6750,0,-1,2,22,02:02:52,未設定,0009,"堀田 恵美","焼き物","銀ダラ照り焼","","",1120,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","レンコンはさみ揚げ","","",800,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物","たこ唐揚","","",790,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","ばくだん納豆","","",950,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お新香盛り","","",610,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎","黒霧島","","",510,7,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"サワー","サワー","","",390,7,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104192833000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,F6643E6A9FD74CD685F1940617F5FEA5
RB0820170104200237000,2017/01/04,21:36:31,13470,13040,997,20520,0,0,0,0,0,0,0,0,7050,0,0,2,10,01:33:54,未設定,0009,"堀田 恵美","ビール","中生","","",520,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎","一番札","","",510,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山","","",920,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","松島","","",830,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,2,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","折","","",100,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","お好み","","",7560,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子ぽん酢","","",900,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104200237000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","白子天婦羅","","",900,1,0,0,-,0,21F5A2E297D04E19B680E7B6C23054BB
RB0820170104211753000,2017/01/04,21:42:32,2410,2270,178,5000,0,0,0,0,0,0,0,0,2590,0,-2,1,5,00:24:39,未設定,0009,"堀田 恵美","ビール","中生","","",520,1,0,0,-,0,B32C0167D85C4D518FC9A0A38F793C88
RB0820170104211753000,,,,,,,,,,,,,,,,,,,,,,,,"一品料理","お通し","","",400,1,0,0,-,0,B32C0167D85C4D518FC9A0A38F793C88
RB0820170104211753000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,B32C0167D85C4D518FC9A0A38F793C88
RB0820170104211753000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻230","","",230,1,0,0,-,0,B32C0167D85C4D518FC9A0A38F793C88
RB0820170104211753000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日の刺盛り","","",860,1,0,0,-,0,B32C0167D85C4D518FC9A0A38F793C88
RB0820170104205008000,2017/01/04,21:50:35,14050,13140,1040,20050,0,0,0,0,0,0,0,0,6000,0,-4,2,17,01:00:27,未設定,0009,"堀田 恵美","お造り","中トロ刺","","",1860,1,0,0,-,0,EA9C8F946367475490F29D079990E517
RB0820170104205008000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","光物三点盛","","",1680,1,0,0,-,0,EA9C8F946367475490F29D079990E517
RB0820170104205008000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","真つぶ貝刺","","",1490,1,0,0,-,0,EA9C8F946367475490F29D079990E517
